territorio,indicador,periodo_fecha,periodo_label,tipo_eleccion,anio,valor,fuente,orden
CAUCA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,666915,Histórico 2006-2026,14
CAUCA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,652601,Histórico 2006-2026,14
CAUCA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,638568,Histórico 2006-2026,14
CAUCA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,14033,Histórico 2006-2026,14
CAUCA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,12790,Histórico 2006-2026,14
CAUCA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1524,Histórico 2006-2026,14
CESAR,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,872509,Histórico 2006-2026,14
CESAR,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,479242,Histórico 2006-2026,14
CESAR,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,473659,Histórico 2006-2026,14
CESAR,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,466676,Histórico 2006-2026,14
CESAR,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,6983,Histórico 2006-2026,14
CESAR,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,5212,Histórico 2006-2026,14
CESAR,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,371,Histórico 2006-2026,14
CHOCO,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,334621,Histórico 2006-2026,14
CHOCO,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,159834,Histórico 2006-2026,14
CHOCO,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,156789,Histórico 2006-2026,14
CHOCO,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,154352,Histórico 2006-2026,14
CHOCO,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2437,Histórico 2006-2026,14
CHOCO,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2739,Histórico 2006-2026,14
CHOCO,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,306,Histórico 2006-2026,14
CONSULADOS,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,912834,Histórico 2006-2026,14
CONSULADOS,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,306184,Histórico 2006-2026,14
CONSULADOS,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,305557,Histórico 2006-2026,14
CONSULADOS,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,300205,Histórico 2006-2026,14
CONSULADOS,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,5352,Histórico 2006-2026,14
CONSULADOS,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,580,Histórico 2006-2026,14
CONSULADOS,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,47,Histórico 2006-2026,14
CORDOBA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1325990,Histórico 2006-2026,14
CORDOBA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,722814,Histórico 2006-2026,14
CORDOBA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,716251,Histórico 2006-2026,14
CORDOBA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,704933,Histórico 2006-2026,14
CORDOBA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,11318,Histórico 2006-2026,14
CORDOBA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,5718,Histórico 2006-2026,14
CORDOBA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,845,Histórico 2006-2026,14
CUNDINAMARCA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2079800,Histórico 2006-2026,14
CUNDINAMARCA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1439667,Histórico 2006-2026,14
CUNDINAMARCA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1416325,Histórico 2006-2026,14
CUNDINAMARCA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1382701,Histórico 2006-2026,14
CUNDINAMARCA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,33624,Histórico 2006-2026,14
CUNDINAMARCA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,22402,Histórico 2006-2026,14
CUNDINAMARCA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,940,Histórico 2006-2026,14
GUAINIA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,32044,Histórico 2006-2026,14
GUAINIA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,12573,Histórico 2006-2026,14
GUAINIA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,12449,Histórico 2006-2026,14
GUAINIA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,12248,Histórico 2006-2026,14
GUAINIA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,201,Histórico 2006-2026,14
GUAINIA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,100,Histórico 2006-2026,14
GUAINIA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,24,Histórico 2006-2026,14
GUAVIARE,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,65014,Histórico 2006-2026,14
GUAVIARE,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,33955,Histórico 2006-2026,14
GUAVIARE,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,33308,Histórico 2006-2026,14
GUAVIARE,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,32308,Histórico 2006-2026,14
GUAVIARE,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1000,Histórico 2006-2026,14
GUAVIARE,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,591,Histórico 2006-2026,14
GUAVIARE,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,56,Histórico 2006-2026,14
HUILA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,884181,Histórico 2006-2026,14
HUILA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,539805,Histórico 2006-2026,14
HUILA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,533000,Histórico 2006-2026,14
HUILA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,523022,Histórico 2006-2026,14
HUILA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,9978,Histórico 2006-2026,14
HUILA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,6319,Histórico 2006-2026,14
HUILA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,486,Histórico 2006-2026,14
LA GUAJIRA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,646868,Histórico 2006-2026,14
LA GUAJIRA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,255797,Histórico 2006-2026,14
LA GUAJIRA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,252488,Histórico 2006-2026,14
LA GUAJIRA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,248207,Histórico 2006-2026,14
LA GUAJIRA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,4281,Histórico 2006-2026,14
LA GUAJIRA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,3033,Histórico 2006-2026,14
LA GUAJIRA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,276,Histórico 2006-2026,14
MAGDALENA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1027311,Histórico 2006-2026,14
MAGDALENA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,507737,Histórico 2006-2026,14
MAGDALENA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,503054,Histórico 2006-2026,14
MAGDALENA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,494857,Histórico 2006-2026,14
MAGDALENA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,8197,Histórico 2006-2026,14
MAGDALENA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,4308,Histórico 2006-2026,14
MAGDALENA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,375,Histórico 2006-2026,14
META,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,784524,Histórico 2006-2026,14
META,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,505981,Histórico 2006-2026,14
META,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,498272,Histórico 2006-2026,14
META,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,488537,Histórico 2006-2026,14
META,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,9735,Histórico 2006-2026,14
META,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,7309,Histórico 2006-2026,14
META,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,400,Histórico 2006-2026,14
NARIÑO,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1185385,Histórico 2006-2026,14
NARIÑO,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,746415,Histórico 2006-2026,14
NARIÑO,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,735429,Histórico 2006-2026,14
NARIÑO,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,722194,Histórico 2006-2026,14
NARIÑO,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,13235,Histórico 2006-2026,14
NARIÑO,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,9912,Histórico 2006-2026,14
NARIÑO,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1074,Histórico 2006-2026,14
NORTE DE SAN,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1302855,Histórico 2006-2026,14
NORTE DE SAN,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,721889,Histórico 2006-2026,14
NORTE DE SAN,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,716191,Histórico 2006-2026,14
NORTE DE SAN,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,706990,Histórico 2006-2026,14
NORTE DE SAN,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,9201,Histórico 2006-2026,14
NORTE DE SAN,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,5199,Histórico 2006-2026,14
NORTE DE SAN,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,499,Histórico 2006-2026,14
PUTUMAYO,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,242849,Histórico 2006-2026,14
PUTUMAYO,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,140575,Histórico 2006-2026,14
PUTUMAYO,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,138666,Histórico 2006-2026,14
PUTUMAYO,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,136131,Histórico 2006-2026,14
PUTUMAYO,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2535,Histórico 2006-2026,14
PUTUMAYO,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1701,Histórico 2006-2026,14
PUTUMAYO,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,208,Histórico 2006-2026,14
QUINDIO,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,490093,Histórico 2006-2026,14
QUINDIO,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,280755,Histórico 2006-2026,14
QUINDIO,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,274539,Histórico 2006-2026,14
QUINDIO,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,266223,Histórico 2006-2026,14
QUINDIO,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,8316,Histórico 2006-2026,14
QUINDIO,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,5828,Histórico 2006-2026,14
QUINDIO,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,388,Histórico 2006-2026,14
RISARALDA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,837519,Histórico 2006-2026,14
RISARALDA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,480968,Histórico 2006-2026,14
RISARALDA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,470407,Histórico 2006-2026,14
RISARALDA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,457211,Histórico 2006-2026,14
RISARALDA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,13196,Histórico 2006-2026,14
RISARALDA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,9720,Histórico 2006-2026,14
RISARALDA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,841,Histórico 2006-2026,14
SAN ANDRES,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,51599,Histórico 2006-2026,14
SAN ANDRES,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,16767,Histórico 2006-2026,14
SAN ANDRES,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,16652,Histórico 2006-2026,14
SAN ANDRES,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,15989,Histórico 2006-2026,14
SAN ANDRES,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,663,Histórico 2006-2026,14
SAN ANDRES,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,98,Histórico 2006-2026,14
SAN ANDRES,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,17,Histórico 2006-2026,14
SANTANDER,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1781259,Histórico 2006-2026,14
SANTANDER,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1202421,Histórico 2006-2026,14
SANTANDER,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1195144,Histórico 2006-2026,14
SANTANDER,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1182340,Histórico 2006-2026,14
SANTANDER,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,12804,Histórico 2006-2026,14
SANTANDER,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,6691,Histórico 2006-2026,14
SANTANDER,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,586,Histórico 2006-2026,14
SUCRE,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,734466,Histórico 2006-2026,14
SUCRE,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,413354,Histórico 2006-2026,14
SUCRE,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,409442,Histórico 2006-2026,14
SUCRE,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,402940,Histórico 2006-2026,14
SUCRE,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,6502,Histórico 2006-2026,14
SUCRE,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,3386,Histórico 2006-2026,14
SUCRE,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,526,Histórico 2006-2026,14
TOLIMA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1121863,Histórico 2006-2026,14
TOLIMA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,665770,Histórico 2006-2026,14
TOLIMA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,655290,Histórico 2006-2026,14
TOLIMA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,642459,Histórico 2006-2026,14
TOLIMA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,12831,Histórico 2006-2026,14
TOLIMA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,9676,Histórico 2006-2026,14
TOLIMA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,804,Histórico 2006-2026,14
VALLE,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,3686607,Histórico 2006-2026,14
VALLE,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2086827,Histórico 2006-2026,14
VALLE,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2055633,Histórico 2006-2026,14
VALLE,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,2009159,Histórico 2006-2026,14
VALLE,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,46474,Histórico 2006-2026,14
VALLE,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,29315,Histórico 2006-2026,14
VALLE,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,1879,Histórico 2006-2026,14
VAUPES,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,23492,Histórico 2006-2026,14
VAUPES,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,8880,Histórico 2006-2026,14
VAUPES,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,8826,Histórico 2006-2026,14
VAUPES,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,8714,Histórico 2006-2026,14
VAUPES,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,112,Histórico 2006-2026,14
VAUPES,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,43,Histórico 2006-2026,14
VAUPES,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,11,Histórico 2006-2026,14
VICHADA,Potencial,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,53469,Histórico 2006-2026,14
VICHADA,Sufragantes,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,19600,Histórico 2006-2026,14
VICHADA,Votos válidos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,19396,Histórico 2006-2026,14
VICHADA,Votos por candidatos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,19083,Histórico 2006-2026,14
VICHADA,Voto en blanco,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,313,Histórico 2006-2026,14
VICHADA,Votos nulos,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,164,Histórico 2006-2026,14
VICHADA,Votos no marcados,2022-06-01,PRESIDENCIA 2022 - 2,Presidencia 2V,2022,40,Histórico 2006-2026,14
AMAZONAS,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,57440,Histórico 2006-2026,15
AMAZONAS,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,30202,Histórico 2006-2026,15
AMAZONAS,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,26422,Histórico 2006-2026,15
AMAZONAS,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,24759,Histórico 2006-2026,15
AMAZONAS,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,1663,Histórico 2006-2026,15
AMAZONAS,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,816,Histórico 2006-2026,15
AMAZONAS,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,2964,Histórico 2006-2026,15
ANTIOQUIA,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,5404926,Histórico 2006-2026,15
ANTIOQUIA,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,2408556,Histórico 2006-2026,15
ANTIOQUIA,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,2276997,Histórico 2006-2026,15
ANTIOQUIA,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,2148065,Histórico 2006-2026,15
ANTIOQUIA,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,128932,Histórico 2006-2026,15
ANTIOQUIA,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,61347,Histórico 2006-2026,15
ANTIOQUIA,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,70212,Histórico 2006-2026,15
ARAUCA,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,223380,Histórico 2006-2026,15
ARAUCA,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,98423,Histórico 2006-2026,15
ARAUCA,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,89470,Histórico 2006-2026,15
ARAUCA,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,84981,Histórico 2006-2026,15
ARAUCA,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,4489,Histórico 2006-2026,15
ARAUCA,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,3616,Histórico 2006-2026,15
ARAUCA,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,5337,Histórico 2006-2026,15
ATLANTICO,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,2133135,Histórico 2006-2026,15
ATLANTICO,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,1270520,Histórico 2006-2026,15
ATLANTICO,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,1193022,Histórico 2006-2026,15
ATLANTICO,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,1155841,Histórico 2006-2026,15
ATLANTICO,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,37181,Histórico 2006-2026,15
ATLANTICO,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,40165,Histórico 2006-2026,15
ATLANTICO,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,37333,Histórico 2006-2026,15
BOGOTA D.C.,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,6101479,Histórico 2006-2026,15
BOGOTA D.C.,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,3055393,Histórico 2006-2026,15
BOGOTA D.C.,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,2978217,Histórico 2006-2026,15
BOGOTA D.C.,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,2862068,Histórico 2006-2026,15
BOGOTA D.C.,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,116149,Histórico 2006-2026,15
BOGOTA D.C.,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,49406,Histórico 2006-2026,15
BOGOTA D.C.,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,27770,Histórico 2006-2026,15
BOLIVAR,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,1794168,Histórico 2006-2026,15
BOLIVAR,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,1002199,Histórico 2006-2026,15
BOLIVAR,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,934865,Histórico 2006-2026,15
BOLIVAR,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,910576,Histórico 2006-2026,15
BOLIVAR,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,24289,Histórico 2006-2026,15
BOLIVAR,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,40605,Histórico 2006-2026,15
BOLIVAR,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,26729,Histórico 2006-2026,15
BOYACA,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,1045700,Histórico 2006-2026,15
BOYACA,Sufragantes,2026-03-01,CONGRESO 2026,Congreso,2026,537233,Histórico 2006-2026,15
BOYACA,Votos válidos,2026-03-01,CONGRESO 2026,Congreso,2026,506108,Histórico 2006-2026,15
BOYACA,Votos por candidatos,2026-03-01,CONGRESO 2026,Congreso,2026,484353,Histórico 2006-2026,15
BOYACA,Voto en blanco,2026-03-01,CONGRESO 2026,Congreso,2026,21755,Histórico 2006-2026,15
BOYACA,Votos nulos,2026-03-01,CONGRESO 2026,Congreso,2026,16369,Histórico 2006-2026,15
BOYACA,Votos no marcados,2026-03-01,CONGRESO 2026,Congreso,2026,14756,Histórico 2006-2026,15
CALDAS,Potencial,2026-03-01,CONGRESO 2026,Congreso,2026,834103,Histórico 2006-2026,15
